text,rating,label,reason
A impressive experience with enjoyable facilities. The visit matched the information shown in the app.,5,0,valid
The museum was helpful. The walking route was amazing and I loved the entire experience.,2,1,rating_mismatch
The cultural centre was well organised. The overall experience was amazing and I loved the entire experience.,2,1,rating_mismatch
A well organised experience with helpful seating area. The visit matched the information shown in the app.,5,0,valid
The heritage site was confusing. The food was terrible and I would never recommend this place.,4,1,rating_mismatch
The cafe was fresh. The entrance process was amazing and I loved the entire experience.,1,1,rating_mismatch
The gallery was stale. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
The heritage site was poor. The service was terrible and I would never recommend this place.,5,1,rating_mismatch
The cultural centre was clean. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
"The cafe had potential, but the information boards was rude and the experience was stale.",2,0,valid
The mansion was disappointing. The service was terrible and I would never recommend this place.,5,1,rating_mismatch
The park was memorable. The food was amazing and I loved the entire experience.,1,1,rating_mismatch
The restaurant was fresh. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The heritage site was poor. The exhibition was terrible and I would never recommend this place.,4,1,rating_mismatch
The restaurant was worth visiting because the food was clean. The overall experience was excellent.,4,0,valid
Okay,2,1,too_short
"The cafe was acceptable overall. The staff was average, and the visit matched the expected duration.",3,0,valid
nice nice nice nice,3,1,repeated
The heritage site was stale. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
"I enjoyed the cafe. The architecture was fresh, and the location was easy to visit.",4,0,valid
The food was impressive and the restaurant felt helpful. I would include it in another trip.,4,0,valid
The cultural centre was excellent. The service was amazing and I loved the entire experience.,2,1,rating_mismatch
Not good,2,1,too_short
A interesting experience with memorable service. The visit matched the information shown in the app.,5,0,valid
The restaurant was crowded. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
"The park had potential, but the information boards was poor and the experience was stale.",2,0,valid
The heritage site was enjoyable. The entrance process was amazing and I loved the entire experience.,2,1,rating_mismatch
The gallery was fresh. The facilities was amazing and I loved the entire experience.,1,1,rating_mismatch
"The waterfront had potential, but the facilities was limited and the experience was confusing.",1,0,valid
food food food food food,5,1,repeated
Okay,1,1,too_short
The walking route was excellent and the street market felt impressive. I would include it in another trip.,5,0,valid
The food court was crowded. The exhibition was terrible and I would never recommend this place.,5,1,rating_mismatch
best best best best best,5,1,repeated
The entrance process was overpriced and the waterfront was uncomfortable. I would not return during a busy period.,2,0,valid
The gallery was interesting. The staff was amazing and I loved the entire experience.,1,1,rating_mismatch
The gallery was interesting. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The restaurant was excellent. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
Terrible,4,1,too_short
"The restaurant was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
Visit my website http://cheap-deal4267.example for discount vouchers and free gifts.,4,1,spam
"The temple had potential, but the food was noisy and the experience was uncomfortable.",2,0,valid
The street market was rude. The environment was terrible and I would never recommend this place.,5,1,rating_mismatch
The mansion was rude. The walking route was terrible and I would never recommend this place.,5,1,rating_mismatch
The museum was impressive. The architecture was amazing and I loved the entire experience.,2,1,rating_mismatch
A well organised experience with friendly staff. The visit matched the information shown in the app.,5,0,valid
great place great place great place,2,1,repeated
The heritage site was fresh. The staff was amazing and I loved the entire experience.,1,1,rating_mismatch
The street market was rude. The staff was terrible and I would never recommend this place.,5,1,rating_mismatch
The museum was confusing. The entrance process was terrible and I would never recommend this place.,4,1,rating_mismatch
The walking route was fresh and the street market felt impressive. I would include it in another trip.,4,0,valid
food food food food food,3,1,repeated
Love it,3,1,too_short
"The gallery had potential, but the environment was disappointing and the experience was rude.",2,0,valid
"I enjoyed the food court. The seating area was interesting, and the location was easy to visit.",5,0,valid
The park was rude. The staff was terrible and I would never recommend this place.,4,1,rating_mismatch
The museum was beautiful. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
A well organised experience with beautiful facilities. The visit matched the information shown in the app.,5,0,valid
"The food court had potential, but the environment was confusing and the experience was noisy.",2,0,valid
The street market was impressive. The architecture was amazing and I loved the entire experience.,1,1,rating_mismatch
The park was comfortable. The environment was amazing and I loved the entire experience.,2,1,rating_mismatch
"I enjoyed the cafe. The service was enjoyable, and the location was easy to visit.",5,0,valid
Nice,1,1,too_short
The food court was worth visiting because the walking route was comfortable. The overall experience was comfortable.,5,0,valid
The overall experience was well organised and the cafe felt helpful. I would include it in another trip.,5,0,valid
Contact WhatsApp 0135281262 for the best promotion and cheap package.,5,1,spam
The overall experience was limited and the waterfront was stale. I would not return during a busy period.,3,0,valid
The waterfront was worth visiting because the information boards was enjoyable. The overall experience was comfortable.,5,0,valid
Contact WhatsApp 0176619601 for the best promotion and cheap package.,5,1,spam
The street market was beautiful. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
I did not enjoy the visit because the architecture was limited. The location also felt stale.,2,0,valid
"I enjoyed the street market. The entrance process was friendly, and the location was easy to visit.",5,0,valid
The cafe was worth visiting because the walking route was impressive. The overall experience was memorable.,5,0,valid
The restaurant was confusing. The information boards was terrible and I would never recommend this place.,5,1,rating_mismatch
The seating area was friendly and the heritage site felt helpful. I would include it in another trip.,5,0,valid
"I enjoyed the heritage site. The facilities was interesting, and the location was easy to visit.",5,0,valid
Visit my website http://cheap-deal9275.example for discount vouchers and free gifts.,5,1,spam
"Follow my page for guaranteed discounts, free products and special deals.",5,1,spam
The environment was clean and the gallery felt interesting. I would include it in another trip.,5,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
"I enjoyed the street market. The entrance process was clean, and the location was easy to visit.",4,0,valid
Okay,4,1,too_short
"The gallery was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
Very good,1,1,too_short
Fine,1,1,too_short
I did not enjoy the visit because the facilities was overpriced. The location also felt stale.,2,0,valid
"The cultural centre was acceptable overall. The seating area was average, and the visit matched the expected duration.",3,0,valid
Terrible,2,1,too_short
Contact WhatsApp 0194112495 for the best promotion and cheap package.,3,1,spam
Visit my website http://cheap-deal5631.example for discount vouchers and free gifts.,4,1,spam
The museum was crowded. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
"The visit was below expectations. The seating area was dirty, although the location was easy to find.",2,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
The food court was limited. The staff was terrible and I would never recommend this place.,5,1,rating_mismatch
The cafe was slow. The staff was terrible and I would never recommend this place.,5,1,rating_mismatch
The food court was overpriced. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
"The waterfront was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
The temple was overpriced. The exhibition was terrible and I would never recommend this place.,4,1,rating_mismatch
I did not enjoy the visit because the entrance process was crowded. The location also felt rude.,3,0,valid
The mansion was fresh. The exhibition was amazing and I loved the entire experience.,1,1,rating_mismatch
The food was friendly and the mansion felt impressive. I would include it in another trip.,5,0,valid
great place great place great place,3,1,repeated
"The temple had potential, but the food was noisy and the experience was limited.",2,0,valid
The temple was overpriced. The facilities was terrible and I would never recommend this place.,5,1,rating_mismatch
The restaurant was memorable. The service was amazing and I loved the entire experience.,2,1,rating_mismatch
The cultural centre was poor. The food was terrible and I would never recommend this place.,5,1,rating_mismatch
"The temple was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
The cultural centre was worth visiting because the environment was helpful. The overall experience was interesting.,4,0,valid
The mansion was slow. The seating area was terrible and I would never recommend this place.,4,1,rating_mismatch
Buy now and use promo code SAVE6327. Click the link for a limited offer.,5,1,spam
"I enjoyed the restaurant. The service was clean, and the location was easy to visit.",5,0,valid
The street market was rude. The overall experience was terrible and I would never recommend this place.,5,1,rating_mismatch
good good good good good,3,1,repeated
The seating area was slow and the park was crowded. I would not return during a busy period.,2,0,valid
The gallery was well organised. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
The facilities was uncomfortable and the heritage site was limited. I would not return during a busy period.,3,0,valid
The street market was enjoyable. The service was amazing and I loved the entire experience.,1,1,rating_mismatch
The heritage site was dirty. The exhibition was terrible and I would never recommend this place.,4,1,rating_mismatch
"I enjoyed the restaurant. The seating area was beautiful, and the location was easy to visit.",5,0,valid
A memorable experience with memorable service. The visit matched the information shown in the app.,4,0,valid
The architecture was beautiful and the waterfront felt memorable. I would include it in another trip.,5,0,valid
Visit my website http://cheap-deal9700.example for discount vouchers and free gifts.,5,1,spam
Visit my website http://cheap-deal7280.example for discount vouchers and free gifts.,5,1,spam
food food food food food,1,1,repeated
The restaurant was enjoyable. The environment was amazing and I loved the entire experience.,2,1,rating_mismatch
The mansion was impressive. The entrance process was amazing and I loved the entire experience.,2,1,rating_mismatch
Contact WhatsApp 0154372866 for the best promotion and cheap package.,3,1,spam
Very good,2,1,too_short
The cafe was limited. The information boards was terrible and I would never recommend this place.,5,1,rating_mismatch
The waterfront was fresh. The service was amazing and I loved the entire experience.,1,1,rating_mismatch
Love it,1,1,too_short
I did not enjoy the visit because the facilities was slow. The location also felt confusing.,1,0,valid
"The park was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
The temple was clean. The food was amazing and I loved the entire experience.,1,1,rating_mismatch
Okay,4,1,too_short
The restaurant was memorable. The walking route was amazing and I loved the entire experience.,2,1,rating_mismatch
The mansion was dirty. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
"The visit was below expectations. The architecture was dirty, although the location was easy to find.",2,0,valid
"I enjoyed the heritage site. The environment was clean, and the location was easy to visit.",5,0,valid
A helpful experience with well organised entrance process. The visit matched the information shown in the app.,5,0,valid
Best,4,1,too_short
"The waterfront was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
I did not enjoy the visit because the seating area was confusing. The location also felt limited.,2,0,valid
The facilities was crowded and the gallery was rude. I would not return during a busy period.,1,0,valid
I did not enjoy the visit because the seating area was limited. The location also felt rude.,2,0,valid
The staff was disappointing and the restaurant was confusing. I would not return during a busy period.,1,0,valid
"I enjoyed the museum. The overall experience was memorable, and the location was easy to visit.",4,0,valid
The gallery was helpful. The architecture was amazing and I loved the entire experience.,2,1,rating_mismatch
The mansion was well organised. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
bad bad bad bad bad,1,1,repeated
Contact WhatsApp 0130237141 for the best promotion and cheap package.,3,1,spam
"The visit was below expectations. The information boards was limited, although the location was easy to find.",2,0,valid
The entrance process was dirty and the museum was poor. I would not return during a busy period.,3,0,valid
Bad,1,1,too_short
"The park was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
"The visit was below expectations. The walking route was overpriced, although the location was easy to find.",2,0,valid
Very good,3,1,too_short
The waterfront was crowded. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
The cafe was slow. The information boards was terrible and I would never recommend this place.,5,1,rating_mismatch
The mansion was disappointing. The staff was terrible and I would never recommend this place.,4,1,rating_mismatch
I did not enjoy the visit because the overall experience was poor. The location also felt limited.,2,0,valid
The environment was interesting and the restaurant felt interesting. I would include it in another trip.,5,0,valid
A impressive experience with comfortable architecture. The visit matched the information shown in the app.,4,0,valid
Terrible,5,1,too_short
The park was interesting. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
The environment was helpful and the park felt beautiful. I would include it in another trip.,4,0,valid
The heritage site was dirty. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
Visit my website http://cheap-deal8606.example for discount vouchers and free gifts.,3,1,spam
"I enjoyed the food court. The facilities was interesting, and the location was easy to visit.",5,0,valid
nice nice nice nice,3,1,repeated
bad bad bad bad bad,2,1,repeated
The food court was friendly. The architecture was amazing and I loved the entire experience.,2,1,rating_mismatch
Visit my website http://cheap-deal7709.example for discount vouchers and free gifts.,5,1,spam
good good good good good,3,1,repeated
"The park was acceptable overall. The information boards was average, and the visit matched the expected duration.",3,0,valid
The cultural centre was slow. The service was terrible and I would never recommend this place.,5,1,rating_mismatch
Okay,4,1,too_short
"The mansion was acceptable overall. The information boards was average, and the visit matched the expected duration.",3,0,valid
food food food food food,1,1,repeated
The heritage site was crowded. The overall experience was terrible and I would never recommend this place.,4,1,rating_mismatch
The park was worth visiting because the exhibition was comfortable. The overall experience was clean.,5,0,valid
The cafe was interesting. The overall experience was amazing and I loved the entire experience.,1,1,rating_mismatch
"The street market was acceptable overall. The overall experience was average, and the visit matched the expected duration.",3,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",5,1,spam
food food food food food,3,1,repeated
"The visit was below expectations. The service was crowded, although the location was easy to find.",2,0,valid
Buy now and use promo code SAVE1500. Click the link for a limited offer.,4,1,spam
Very good,5,1,too_short
The overall experience was clean and the cafe felt well organised. I would include it in another trip.,5,0,valid
The walking route was friendly and the gallery felt impressive. I would include it in another trip.,4,0,valid
Not good,3,1,too_short
A interesting experience with clean seating area. The visit matched the information shown in the app.,4,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",5,1,spam
"The visit was below expectations. The overall experience was stale, although the location was easy to find.",3,0,valid
food food food food food,4,1,repeated
"The heritage site was acceptable overall. The entrance process was average, and the visit matched the expected duration.",3,0,valid
The cultural centre was well organised. The environment was amazing and I loved the entire experience.,2,1,rating_mismatch
"I enjoyed the mansion. The exhibition was well organised, and the location was easy to visit.",5,0,valid
"The visit was below expectations. The staff was crowded, although the location was easy to find.",2,0,valid
"The cafe had potential, but the exhibition was limited and the experience was dirty.",2,0,valid
"The street market was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The overall experience was fresh and the mansion felt impressive. I would include it in another trip.,5,0,valid
Terrible,2,1,too_short
The seating area was poor and the waterfront was stale. I would not return during a busy period.,2,0,valid
nice nice nice nice,3,1,repeated
"The cafe had potential, but the entrance process was poor and the experience was slow.",2,0,valid
The staff was excellent and the museum felt friendly. I would include it in another trip.,5,0,valid
The heritage site was worth visiting because the service was friendly. The overall experience was beautiful.,4,0,valid
The restaurant was helpful. The information boards was amazing and I loved the entire experience.,1,1,rating_mismatch
The waterfront was stale. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
The heritage site was helpful. The facilities was amazing and I loved the entire experience.,1,1,rating_mismatch
The museum was stale. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
"I enjoyed the cultural centre. The entrance process was fresh, and the location was easy to visit.",5,0,valid
"The cultural centre was acceptable overall. The environment was average, and the visit matched the expected duration.",3,0,valid
The mansion was worth visiting because the exhibition was memorable. The overall experience was interesting.,5,0,valid
A fresh experience with memorable staff. The visit matched the information shown in the app.,5,0,valid
Terrible,4,1,too_short
Buy now and use promo code SAVE6428. Click the link for a limited offer.,5,1,spam
good good good good good,4,1,repeated
The cafe was confusing. The staff was terrible and I would never recommend this place.,4,1,rating_mismatch
great place great place great place,5,1,repeated
Visit my website http://cheap-deal5190.example for discount vouchers and free gifts.,5,1,spam
Visit my website http://cheap-deal9095.example for discount vouchers and free gifts.,5,1,spam
The gallery was excellent. The service was amazing and I loved the entire experience.,1,1,rating_mismatch
The street market was overpriced. The entrance process was terrible and I would never recommend this place.,5,1,rating_mismatch
good good good good good,1,1,repeated
The information boards was confusing and the street market was disappointing. I would not return during a busy period.,2,0,valid
Visit my website http://cheap-deal3837.example for discount vouchers and free gifts.,3,1,spam
The temple was limited. The exhibition was terrible and I would never recommend this place.,5,1,rating_mismatch
The food court was worth visiting because the information boards was excellent. The overall experience was fresh.,4,0,valid
"I enjoyed the waterfront. The service was excellent, and the location was easy to visit.",5,0,valid
"I enjoyed the mansion. The overall experience was impressive, and the location was easy to visit.",4,0,valid
Bad,2,1,too_short
Great place,4,1,too_short
A impressive experience with friendly service. The visit matched the information shown in the app.,5,0,valid
"I enjoyed the temple. The staff was helpful, and the location was easy to visit.",4,0,valid
bad bad bad bad bad,4,1,repeated
The service was enjoyable and the heritage site felt enjoyable. I would include it in another trip.,5,0,valid
The cultural centre was noisy. The overall experience was terrible and I would never recommend this place.,5,1,rating_mismatch
Great place,1,1,too_short
best best best best best,4,1,repeated
A beautiful experience with comfortable information boards. The visit matched the information shown in the app.,5,0,valid
Good,1,1,too_short
Very good,5,1,too_short
nice nice nice nice,5,1,repeated
The service was friendly and the restaurant felt memorable. I would include it in another trip.,5,0,valid
"The gallery was acceptable overall. The architecture was average, and the visit matched the expected duration.",3,0,valid
Nice,1,1,too_short
The museum was beautiful. The environment was amazing and I loved the entire experience.,1,1,rating_mismatch
"The restaurant was acceptable overall. The walking route was average, and the visit matched the expected duration.",3,0,valid
Buy now and use promo code SAVE4688. Click the link for a limited offer.,5,1,spam
"I enjoyed the temple. The architecture was beautiful, and the location was easy to visit.",4,0,valid
The waterfront was poor. The information boards was terrible and I would never recommend this place.,4,1,rating_mismatch
The cultural centre was noisy. The information boards was terrible and I would never recommend this place.,4,1,rating_mismatch
"The cultural centre was acceptable overall. The staff was average, and the visit matched the expected duration.",3,0,valid
The gallery was overpriced. The seating area was terrible and I would never recommend this place.,5,1,rating_mismatch
nice nice nice nice,2,1,repeated
A fresh experience with helpful information boards. The visit matched the information shown in the app.,5,0,valid
The entrance process was noisy and the mansion was poor. I would not return during a busy period.,2,0,valid
nice nice nice nice,3,1,repeated
food food food food food,2,1,repeated
Contact WhatsApp 0156204319 for the best promotion and cheap package.,4,1,spam
"The cafe had potential, but the overall experience was poor and the experience was disappointing.",1,0,valid
A helpful experience with comfortable walking route. The visit matched the information shown in the app.,5,0,valid
The gallery was worth visiting because the food was helpful. The overall experience was beautiful.,4,0,valid
I did not enjoy the visit because the facilities was overpriced. The location also felt crowded.,2,0,valid
The heritage site was friendly. The staff was amazing and I loved the entire experience.,2,1,rating_mismatch
The temple was well organised. The exhibition was amazing and I loved the entire experience.,1,1,rating_mismatch
great place great place great place,1,1,repeated
"The museum was acceptable overall. The entrance process was average, and the visit matched the expected duration.",3,0,valid
Awesome,1,1,too_short
"I enjoyed the museum. The service was helpful, and the location was easy to visit.",5,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
Visit my website http://cheap-deal5817.example for discount vouchers and free gifts.,4,1,spam
The food court was rude. The exhibition was terrible and I would never recommend this place.,4,1,rating_mismatch
"The heritage site was acceptable overall. The facilities was average, and the visit matched the expected duration.",3,0,valid
"Follow my page for guaranteed discounts, free products and special deals.",4,1,spam
"I enjoyed the waterfront. The architecture was enjoyable, and the location was easy to visit.",5,0,valid
The cafe was slow. The walking route was terrible and I would never recommend this place.,4,1,rating_mismatch
"The mansion was acceptable overall. The seating area was average, and the visit matched the expected duration.",3,0,valid
The street market was worth visiting because the service was clean. The overall experience was comfortable.,4,0,valid
